p4n_id,title,url,latitude,longitude,location_type,num_places,total_reviews,avg_rating,parking_min_eur,parking_max_eur,electricity_eur,ai_pros,ai_cons,top_languages,last_scraped
122829,(7520-151) Sines -,https://park4night.com/en/place/122829,37.955235,-8.865839,Parking lot day/night,20.0,28,3.61,0.0,0.0,0.0,Good location for visiting (10); Nice views (4); Good restaurants nearby (4); Clean public facilities (3); Close to beach (2); Quiet during the week (2); Safe parking (1); Good for smaller vehicles (1),Noisy at night (8); Difficult for large vehicles (5); Limited parking spaces (3); No services available (3); Street parking (1); Narrow streets (1),Spanish (10); English (6); French (5); German (4); Portuguese (3); Dutch (2),2026-01-20 16:36:54.861053
366490,(7540) Santiago do Cacém - 7 N261-3,https://park4night.com/en/place/366490,38.01623,-8.704698,Extra services,1.0,3,4.67,0.0,0.0,0.0,Easy access (1); Clear water (1); Good water pressure (1); Parking nearby (1),Not drinkable water (2); Need funnel for van (1),German (2); French (1),2026-01-20 16:36:20.335982
18333,(7520) Camping Costa Vizir,https://park4night.com/en/place/18333,37.856445,-8.787106,Camping,200.0,423,4.28,18.0,68.0,0.0,Sanitäre Anlagen (130); Sauber (114); Personal (99); Pool (90); Strand (88); Lage (79); Preis (76); Stellplätze (69); Sauberkeit (64); Familienfreundlich (55),Preis (69); Teuer (43); Sanitäranlagen (25); Sauberkeit (23); Stellplätze (22); WLAN (17); Baustellen (15); Schatten (14); Personal (13); Wasser (12),Deutsch (135); Englisch (59); Französisch (40); Spanisch (35); Niederländisch (22); Portugiesisch (14); Italienisch (5); Hebräisch (1),2026-01-20 16:36:17.020025
192084,(7520-196) Sines - 23 Rua dos Pescadores,https://park4night.com/en/place/192084,37.952726,-8.873515,Parking lot day/night,10.0,4,3.5,0.0,0.0,0.0,near food festival (1); near beach (1); toilets available (1); visit Sines (1); quiet at night (1); nice view (1),not too big (1); busy during day (1),Spanish (3); English (1),2026-01-20 16:36:08.466153
530678,(7520-203) Sines -,https://park4night.com/en/place/530678,37.943179,-8.855369,Parking lot day/night,1.0,4,2.75,0.0,0.0,0.0,Tranquille (2); Vue sur la mer (1); Bon endroit (1),Sale (2); Déchets (1); Bruit du port (1); Usines (1); Guêpes (1),Spanish (1); French (3),2026-01-20 16:35:35.205054
475330,(7500-220) Sines - Unnamed Road,https://park4night.com/en/place/475330,38.043854,-8.790332,Parking lot day/night,4.0,8,3.88,0.0,0.0,0.0,viel Platz (3); ruhig (3); gut für eine Nacht (3); sauber (1); einfache Zufahrt (1); Müllcontainer vorhanden (1); Einkaufsmöglichkeiten im Ort (1),wilde Hunde (2); Karting Lärm (2); Zone industrielle (1); kein Service (1),German (4); French (3); English (2),2026-01-20 16:35:01.991527
361330,(7520) Sines - 1 Avenida Vasco da Gama,https://park4night.com/en/place/361330,37.950712,-8.863269,Parking lot day/night,10.0,41,3.98,0.0,0.0,0.0,close to beach (13); quiet at night (11); close to town (10); safe (6); plenty of space (5); flat (4); good for visiting (3); picnic tables (1),road noise (11); no services (5); dirty (1); police asked to leave (1); not for motorhomes (1),es (7); fr (6); en (6); pt (2); de (2); it (2); nl (1); eu (1),2026-01-20 16:34:28.591293
23784,(7520-075) Campigir São Torpes,https://park4night.com/en/place/23784,37.908501,-8.79366,Camping,10.0,58,3.17,14.0,34.5,24.0,close to beach (15); friendly staff (11); quiet place (9); hot showers (7); clean facilities (4); good price (3); playground (2); restaurant nearby (2); water and electricity (2); new facilities (1); sea view (1),bad access road (13); outdated facilities (11); lots of cats (10); lack of shade (3); no toilet paper (3); expensive (3); dirty facilities (3); no wifi (2); small shop (2); construction (2); no toilet seats (2); no hot water for dishes (2); many long term residents (2); bad smell (1); mosquitoes (1); no pool (1); no bread service (1); no water refill (1),German (14); French (7); English (5); Spanish (4); Portuguese (4); Dutch (3); Italian (2),2026-01-20 16:34:23.664773
18105,(7520-109) Estacionamento do Miradouro da Costa do Norte,https://park4night.com/en/place/18105,37.962002,-8.88444,Parking lot day/night,12.0,115,4.32,0.0,0.0,0.0,vue sur mer (47); calme (23); tranquille (17); espace (13); coucher de soleil (12),vent (24); odeur (16); müll (10); usine (7); raffinerie (7),de (23); fr (22); nl (9); it (6); en (4); es (4); pt (3),2026-01-20 16:34:18.364170
477612,(7520-313) Sines - 9 Quinta do Meio,https://park4night.com/en/place/477612,37.95456,-8.855858,Extra services,4.0,7,5.0,0.0,0.0,0.0,clean (3); modern (2); good wifi (2); easy payment (2); ample parking (2); friendly staff (1); fast drying (1); dog friendly (1); spacious (1),,Dutch (3); English (2); German (1); Hungarian (1); Italian (1),2026-01-20 16:33:44.011858
187368,(7520) Porto Covo - 10 Rua Carlos Tê,https://park4night.com/en/place/187368,37.854163,-8.789895,Parking lot day/night,20.0,171,3.6,0.0,0.0,0.0,quiet night (30); close to town (27); close to beach (26); free parking (13); safe (10),no services (33); dirt ground (20); construction nearby (15); dirty (10); crowded (9),Portuguese (29); Spanish (25); French (17); English (5); German (5); Italian (4),2026-01-20 16:33:40.324702
460498,(7630-174) Zambujeira do Mar - 5 Rua Joao Pedro da Costa,https://park4night.com/en/place/460498,37.522676,-8.785935,Extra services,0.0,4,4.0,0.0,0.0,0.0,clean (2); shower (3); view (2),parking (2); closed (2); fine (1); toilet (2),English (2); Spanish (1); Portuguese (1),2026-01-20 16:33:05.174196
588564,(7520) Sines - Unnamed road,https://park4night.com/en/place/588564,37.958769,-8.886944,Parking lot day/night,5.0,13,4.38,0.0,0.0,0.0,Vue sur mer (7); Belle vue (3); Calme (1); Promenade (1); Endroit agréable (1),Odeur (3); Déchets (2); Chemin cabossé (1); Pas plat (1); Caméras (1); Zone portuaire (1),fr (6); de (3); es (3); pl (1),2026-01-20 16:32:31.567108
389406,(7520-106) Sines - Av. Gen. Humberto Delgado,https://park4night.com/en/place/389406,37.95956,-8.858946,Extra services,1.0,10,3.6,0.0,0.0,0.0,free water (4); good pressure (2); free service (1); easy to use (1); free air (1),out of service (3); low flow (1); not working (1),Spanish (3); English (3); Dutch (1); French (1); German (1),2026-01-20 16:31:58.087817
434834,(7555-267) Santiago do Cacém - Unnamed Road,https://park4night.com/en/place/434834,37.865338,-8.720496,Service area without parking,1.0,89,4.6,,,,free services (29); clean place (14); water filling (13); waste disposal (11); good municipality gesture (10),slow water flow (24); water pressure low (10); needs adapter (1); toilet empty area blocked (1); water tastes like bleach (1),en (10); fr (10); es (8); de (7); nl (5); pt (5); it (2); pl (1); hu (1); cs (1),2026-01-20 16:31:54.639034
490873,(7630-174) Odemira - N123,https://park4night.com/en/place/490873,37.595465,-8.633283,Extra services,1.0,3,5.0,0.0,0.0,0.0,Works well (2); Fast charging (1); Good information (1),Cannot park directly (1); Broken in the past (1),German (1); French (2),2026-01-20 16:31:19.907394
